evidence_id,country,relation_type,reporter_name,counterparty_name,counterparty_country,confidence,source_system,document_id,document_title,excerpt,page_reference,filing_year,amount_text,percentage_text,parser_method,named_counterparty,download_url,local_path
au-wesfarmers-statement-2-ev-91246b92ed,AU,undisclosed_supplier,Wesfarmers,Undisclosed Supplier · Wesfarmers · au-wesfarmers-statement-2,,low,Modern Slavery Statements Register,au-wesfarmers-statement-2,Statement #2024-2693,"2024 Modern Slavery Statement This Modern Slavery Statement is made in accordance with Section 14 of the Australian Modern Slavery Act 2018 (Cth) (MSA). It describes steps taken by the Wesfarmers Group during the year ended 30 June 2024 to identify, mitigate and remediate the risk of modern slavery in the Group’s businesses and supply chains. This is Wesfarmers’ ninth Modern Slavery Statement and fifth made under the MSA. This Modern Slavery Statement is a joint statement, made on behalf of all ",,2024,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/x5P9S9PQr6bEQKM/pdf/,/workspace/data/raw/au/wesfarmers/statement-2.pdf
au-macquarie-group-limited-statement-1-ev-91246b92ed,AU,undisclosed_supplier,Macquarie Group Limited,Undisclosed Supplier · Macquarie Group Limited · au-macquarie-group-limited-statement-1,,low,Modern Slavery Statements Register,au-macquarie-group-limited-statement-1,Statement #2025-3343," 1 Macquarie Technology Group: Modern Slavery Statement FY2025 Macquarie Technology Group Limited (ABN 72 056 712 228) is committed to high standards of conduct and ethical behaviour in its business activities and rejects all forms of modern slavery. About Macquarie Technology Group Macquarie Technology Group is Australia’s datacentre, cloud, cyber security and telecommunications company for mid to large business and government customers. We have offices in Sydney, Melbourne, Canberra, Brisbane ",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/9W2pq2rEUvAfC1l/pdf/,/workspace/data/raw/au/macquarie-group-limited/statement-1.pdf
au-macquarie-group-limited-statement-2-ev-91246b92ed,AU,undisclosed_supplier,Macquarie Group Limited,Undisclosed Supplier · Macquarie Group Limited · au-macquarie-group-limited-statement-2,,low,Modern Slavery Statements Register,au-macquarie-group-limited-statement-2,Statement #2025-2561,"Forced labour, modern slavery and human trafficking statement. 2025 This Forced labour, modern slavery and human trafficking statement is made pursuant to the Modern Slavery Act 2018 by Bidfood Australia Limited (Bidfood) (ABN 33 000 228 231) in respect of Bidfood Australia and its related bodies corporate. This statement demonstrates our commitment to ethical trading, tackling modern slavery and the steps being taken to increase transparency within our supply chain and our own operations. 1/13 ",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/9v8vMDkgIKhZV6q/pdf/,/workspace/data/raw/au/macquarie-group-limited/statement-2.pdf
au-csl-statement-1-ev-91246b92ed,AU,undisclosed_supplier,CSL,Undisclosed Supplier · CSL · au-csl-statement-1,,low,Modern Slavery Statements Register,au-csl-statement-1,Statement #2025-3378,"Driven by Our Promise Modern Slavery Statement 2024/25 Modern slavery is used to describe serious forms of exploitation where coercion, threats or deception are used to exploit victims and undermine or deprive them of their freedom. Types of serious exploitation include trafficking in persons, slavery, servitude, forced marriage, forced labour, debt bondage, deceptive recruiting for labour or services, and child labour. The International Labour Organization further defines forced labour as work ",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/21LvEVk3Yf2fPpY/pdf/,/workspace/data/raw/au/csl/statement-1.pdf
au-csl-statement-2-ev-91246b92ed,AU,undisclosed_supplier,CSL,Undisclosed Supplier · CSL · au-csl-statement-2,,low,Modern Slavery Statements Register,au-csl-statement-2,Statement #2025-1819," Modern Slavery Report The CSL Group Inc. 1. Introduction This report on modern slavery (the “Report”) is made on behalf of The CSL Group Inc. and certain of its subsidiaries (collectively “CSL”, “we” and “our”) pursuant to the Canadian Fighting Against Force Labour and Child Labour in Supply Chains Act (the “Act”), for the financial year ending March 31, 2025 (the “Reporting Period”). It also constitutes a statement under the Australian Modern Slavery Act 2018 (Cth), the United Kingdom Modern S",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/YYLMoWcvhVvcECQ/pdf/,/workspace/data/raw/au/csl/statement-2.pdf
au-fortescue-statement-1-ev-91246b92ed,AU,undisclosed_supplier,Fortescue,Undisclosed Supplier · Fortescue · au-fortescue-statement-1,,low,Modern Slavery Statements Register,au-fortescue-statement-1,Statement #2025-3034,"FORTESCUE | PUBLISHES FY25 MODERN SLAVERY STATEMENT Page 1 of 1 10 December 2025 FORTESCUE PUBLISHES FY25 MODERN SLAVERY STATEMENT Fortescue Ltd (Fortescue, ASX: FMG) advises that it has today released its FY25 Modern Slavery Statement, reaffirming the Company’s ongoing commitment to respecting human rights and continually strengthening its approach to addressing modern slavery. A testament to Fortescue’s commitment to transparency and accountability across its operations and supply chain, the F",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/rTm3UxOaql3HFak/pdf/,/workspace/data/raw/au/fortescue/statement-1.pdf
au-fortescue-statement-2-ev-91246b92ed,AU,undisclosed_supplier,Fortescue,Undisclosed Supplier · Fortescue · au-fortescue-statement-2,,low,Modern Slavery Statements Register,au-fortescue-statement-2,Statement #2024-2909,"FORTESCUE | PUBLISHES FY24 MODERN SLAVERY STATEMENT Page 1 of 1 10 December 2024 FORTESCUE PUBLISHES FY24 MODERN SLAVERY STATEMENT Fortescue Ltd (Fortescue, ASX: FMG) advises that it has published the Company’s annual Modern Slavery Statement, reaffirming Fortescue’s ongoing commitment to respect human rights and address modern slavery. A testament to Fortescue’s commitment to transparency and accountability while managing modern slavery risks, this latest report is the Company’s seventh stateme",,2024,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/np2IpXps22emY6C/pdf/,/workspace/data/raw/au/fortescue/statement-2.pdf
au-transurban-statement-1-ev-91246b92ed,AU,undisclosed_supplier,Transurban,Undisclosed Supplier · Transurban · au-transurban-statement-1,,low,Modern Slavery Statements Register,au-transurban-statement-1,Statement #2025-3885,"Modern Slavery Statement FY25 Reporting Entities under the Modern Slavery Act 2018 (Cth) – This Modern Slavery Statement (Statement) is published in accordance with the Modern Slavery Act 2018 (Cth) (Act). As was the case in the previous reporting periods, this is a joint statement by each of the Reporting Entities under the Act as listed in Appendix A (“Reporting Entities”). For the purposes of this Statement, unless otherwise indicated, ‘Transurban’, ‘we’, ‘us’ or ‘our’ refers to the Reporting",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/B5PNq0UZJto6NM4/pdf/,/workspace/data/raw/au/transurban/statement-1.pdf
au-transurban-statement-2-ev-91246b92ed,AU,undisclosed_supplier,Transurban,Undisclosed Supplier · Transurban · au-transurban-statement-2,,low,Modern Slavery Statements Register,au-transurban-statement-2,Statement #2024-3529,"Modern Slavery Statement 2024 2 Transurban Modern Slavery Statement 2024 Transurban has not, to date, identified any instances of modern slavery in our operations or supply chains. We acknowledge this doesn’t mean modern slavery was not present and we remain vigilant in working to both reduce risks and improve our ability to detect potential instances of slavery across our business. To this end, this year we have continued our efforts in: • educating suppliers on assessing and tracking potential",,2024,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/JIzlxCJLNCh58JH/pdf/,/workspace/data/raw/au/transurban/statement-2.pdf
au-woolworths-group-statement-1-ev-91246b92ed,AU,undisclosed_supplier,Woolworths Group,Undisclosed Supplier · Woolworths Group · au-woolworths-group-statement-1,,low,Modern Slavery Statements Register,au-woolworths-group-statement-1,Statement #2025-1947,"2025 Modern Slavery Statement WOOLWORTHS GROUP LIMITED ABN 88 000 014 675 Respecting human rights Contents CEO message 1 Our structure, operations and supply chain 2 Identifying risks of modern slavery 8 Taking action to address risks 12 PILLAR 1: Responsible Sourcing Program 18 PILLAR 2: Bespoke interventions 26 PILLAR 3 : Grievances and investigations 35 PILLAR 4 : Partnerships and advocacy 38 Assessing the effectiveness of our actions 40 Progress against objectives 42 APPENDIX: List of report",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/9LHUJDjvtGbPpbb/pdf/,/workspace/data/raw/au/woolworths-group/statement-1.pdf
au-woolworths-group-statement-2-ev-91246b92ed,AU,undisclosed_supplier,Woolworths Group,Undisclosed Supplier · Woolworths Group · au-woolworths-group-statement-2,,low,Modern Slavery Statements Register,au-woolworths-group-statement-2,Statement #2025-3096,"MODERN SLAVERY STATEMENT FY25 Introduction Structure, operations and supply chain Modern slavery due diligence Monitoring and measuring our effectiveness Process of consultation Assessing modern slavery risks Worker sentiment and voice Looking forward Introduction Structure, operations and supply chain Modern slavery due diligence Monitoring and measuring our effectiveness Process of consultation Assessing modern slavery risks Worker sentiment and voice Looking forwardIntroduction Structure, ope",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/7jGWS0cQyBid7oa/pdf/,/workspace/data/raw/au/woolworths-group/statement-2.pdf
au-northern-star-statement-1-ev-91246b92ed,AU,undisclosed_supplier,Northern Star,Undisclosed Supplier · Northern Star · au-northern-star-statement-1,,low,Modern Slavery Statements Register,au-northern-star-statement-1,Statement #2025-1922,"Modern Slavery Statement FY25 FY25 Annual Report FY25 Corporate Governance Statement FY25 ESR Reporting Suite FY25 Modern Slavery Statement FY25 Annual Reporting Suite This Modern Slavery Statement (Statement) has been prepared by Northern Star Resources Ltd ABN 43 092 832 892 (Northern Star) to meet the requirements of the Australian Modern Slavery Act 2018 (Cth) for the financial year ending 30 June 2025 (FY25). Unless expressly stated otherwise, all references to ‘our’ , ‘we’ , ‘us’ , the Com",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/iqHtcEWBr3RTsSe/pdf/,/workspace/data/raw/au/northern-star/statement-1.pdf
au-northern-star-statement-2-ev-91246b92ed,AU,undisclosed_supplier,Northern Star,Undisclosed Supplier · Northern Star · au-northern-star-statement-2,,low,Modern Slavery Statements Register,au-northern-star-statement-2,Statement #2024-1807,"FY24 Modern Slavery Statement FY24 Annual Report FY24 Corporate Governance Statement FY24 ESR Reporting Suite FY24 Modern Slavery Statement FY24 Annual Reporting Suite This Modern Slavery Statement (Statement) has been prepared by Northern Star Resources Ltd ABN 43 092 832 892 (Northern Star) to meet the requirements of the Australian Modern Slavery Act 2018 (Cth) for the financial year ending 30 June 2024 (FY24). Unless expressly stated otherwise, all references to ‘our’, ‘we’, ‘us’, the Compan",,2024,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/THBCyv8EX6qUYyB/pdf/,/workspace/data/raw/au/northern-star/statement-2.pdf
au-coles-group-statement-1-ev-91246b92ed,AU,undisclosed_supplier,Coles Group,Undisclosed Supplier · Coles Group · au-coles-group-statement-1,,low,Modern Slavery Statements Register,au-coles-group-statement-1,Statement #2025-2086,"2025 Modern Slavery Statement Contents Reporting concerns If you have concerns about modern slavery or broader human rights issues relating to our operations or supply chain, we have processes in place to allow you to safely voice your concerns. You can remain anonymous. Visit our website to learn more: colesgroup.com.au Contact STOPline on 1300 30 45 50 or send an email to coles@stopline.com.au Forward-looking statements This report contains forward-looking statements in relation to Coles Group",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/h6KhD5RHgYfugsb/pdf/,/workspace/data/raw/au/coles-group/statement-1.pdf
au-coles-group-statement-2-ev-91246b92ed,AU,undisclosed_supplier,Coles Group,Undisclosed Supplier · Coles Group · au-coles-group-statement-2,,low,Modern Slavery Statements Register,au-coles-group-statement-2,Statement #2024-2082,"Good practices. Better outcomes. 2024 Modern Slavery Statement Our 2024 reporting suite Our corporate reporting suite contains detailed information on Coles’ strategy, financial and non-financial performance, risk management and governance frameworks. The suite also includes our progress against our sustainability and human rights commitments. We continually evolve our reporting suite in response to shareholder and stakeholder feedback, and to align with legislation, disclosure frameworks and le",,2024,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/MzQkwkyoOKoQZew/pdf/,/workspace/data/raw/au/coles-group/statement-2.pdf
au-santos-statement-1-ev-91246b92ed,AU,undisclosed_supplier,Santos,Undisclosed Supplier · Santos · au-santos-statement-1,,low,Modern Slavery Statements Register,au-santos-statement-1,Statement #2025-876,"1 2024 Modern Slavery Statement 2 Message from our Chairman .........................................................................................................................................................................................................3 Karoon ’s Business Structure, Operations, and Supply Chains .....................................................................................................................................4 R isks of Modern Slavery in Our Operations",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/7XmhWqu86aCRklO/pdf/,/workspace/data/raw/au/santos/statement-1.pdf
au-santos-statement-2-ev-91246b92ed,AU,undisclosed_supplier,Santos,Undisclosed Supplier · Santos · au-santos-statement-2,,low,Modern Slavery Statements Register,au-santos-statement-2,Statement #2025-1443,MODERN SLAVERY STATEMENT 2024 About Santos Other informationOverview Managing modern slavery risks Cover photo Moomba Carbon Capture and Storage Overview 3 Understanding this Statement 3 A message from the Chair and CEO 4 Our values 4 Our journey 5 About Santos 6 Our operations 6 Our people 8 Our value chain 9 Understanding our supply chain 10 Managing modern slavery risks 11 Governance and business ethics 11 Understanding our supply chain and operational risks 13 Actions to address risks 15 Eff,,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/dMEGkXQzsRYC9XA/pdf/,/workspace/data/raw/au/santos/statement-2.pdf
au-rea-group-statement-1-ev-91246b92ed,AU,undisclosed_supplier,REA Group,Undisclosed Supplier · REA Group · au-rea-group-statement-1,,low,Modern Slavery Statements Register,au-rea-group-statement-1,Statement #2025-2968,"Modern Slavery Statement 2025 REA Group Ltd (ACN 068 349 066) realestate.com.au Pty Limited (ACN 080 195 535) Mortgage Choice Pty Ltd (ACN 009 161 979) Registered Office 511 Church Street RICHMOND VIC 3121 Web: www.rea-group.com 1 REA Group Ltd | Modern Slavery Statement 2025 Our commitment to human rights REA Group recognises the importance of combating modern slavery, which adversely affects workers and communities worldwide. We are committed to respecting and promoting human and labour rights",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/VrUkVMzTFMDf0MC/pdf/,/workspace/data/raw/au/rea-group/statement-1.pdf
au-rea-group-statement-2-ev-91246b92ed,AU,undisclosed_supplier,REA Group,Undisclosed Supplier · REA Group · au-rea-group-statement-2,,low,Modern Slavery Statements Register,au-rea-group-statement-2,Statement #2024-2802,"Modern Slavery Statement 2024 REA Group Ltd (ACN 068 349 066) realestate.com.au Pty Limited (ACN 080 195 535) Mortgage Choice Pty Ltd (ACN 009 161 979) Registered Office 511 Church Street RICHMOND VIC 3121 Web: www.rea-group.com 1 REA Group Ltd | Modern Slavery Statement 2024 Our commitment to human rights REA Group recognises the importance of combating modern slavery, which adversely affects workers and communities worldwide. We are committed to respecting and promoting human and labour rights",,2024,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/lfRyfCikQNW0Fr2/pdf/,/workspace/data/raw/au/rea-group/statement-2.pdf
au-south32-statement-1-ev-91246b92ed,AU,undisclosed_supplier,South32,Undisclosed Supplier · South32 · au-south32-statement-1,,low,Modern Slavery Statements Register,au-south32-statement-1,Statement #2025-2506,j MODERN SLAVERY STATEMENT 2025 Our 2025 Annual Reporting Suite This Modern Slavery Statement forms part of the 2025 Annual Reporting Suite. This year we have integrated our Sustainable Development Report and Corporate Governance Statement into our Annual Report. The following documents also form part of our 2025 Annual Reporting Suite and are published separately: Annual Report Climate Change Action Plan Tax Transparency and Payments to Governments Report Our Annual Reporting Suite also include,,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/SfdKbE1FpghlCxA/pdf/,/workspace/data/raw/au/south32/statement-1.pdf
au-south32-statement-2-ev-91246b92ed,AU,undisclosed_supplier,South32,Undisclosed Supplier · South32 · au-south32-statement-2,,low,Modern Slavery Statements Register,au-south32-statement-2,Statement #2024-2358,MODERN SLAVERY STATEMENT 2024 Corporate Governance Statement Sustainable Development Report Annual Report Tax Transparency and Payments to Governments Report Sustainability Databook Standards and Frameworks Reporting Index SUSTAINABLE DEVELOPMENT REPORT 2024 SUSTAINABILITY DATABOOK 2024 STANDARDS AND FRAMEWORKS REPORTING INDEX 2024 ANNUAL REPORT 2024 CORPORATE GOVERNANCE STATEMENT 2024 TAX TRANSPARENCY AND PAYMENTS TO GOVERNMENTS REPORT 2024 Disclaimer This document is a joint Modern Slavery Sta,,2024,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/GWwEcTE9R6JEPGr/pdf/,/workspace/data/raw/au/south32/statement-2.pdf
au-computershare-statement-1-ev-91246b92ed,AU,undisclosed_supplier,Computershare,Undisclosed Supplier · Computershare · au-computershare-statement-1,,low,Modern Slavery Statements Register,au-computershare-statement-1,Statement #2025-3415,"Modern Slavery Statement Computershare Modern Slavery Statement 2025 2 Introduction 3 Our progress 4 Identifying the reporting entities 5 Structure, operations and governance 6 Our supply chains 11 Modern slavery risks in the operations of entities covered by this statement 15 Remediation 25 Effectiveness of actions 26 Looking ahead 30 Appendix 31 Computershare Modern Slavery Statement 2025 3 Introduction Stuart Irving – CEO Computershare is committed to doing the right thing and supporting our ",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/EhdEoVpC3Ik4GF1/pdf/,/workspace/data/raw/au/computershare/statement-1.pdf
au-computershare-statement-2-ev-91246b92ed,AU,undisclosed_supplier,Computershare,Undisclosed Supplier · Computershare · au-computershare-statement-2,,low,Modern Slavery Statements Register,au-computershare-statement-2,Statement #2025-10,MODERN SLAVERY STATEMENT 2024 1 | COMPUTERSHARE | MODERN SLAVERY STATEMENT | 2024 CONTENTS Message from the CEO ......................................................................................................................................................2 About our Statement .........................................................................................................................................................3 Our organisation and supply chain ...........................,,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/YO80Q1Hhtkq1kXO/pdf/,/workspace/data/raw/au/computershare/statement-2.pdf
au-pilbara-minerals-statement-1-ev-91246b92ed,AU,undisclosed_supplier,Pilbara Minerals,Undisclosed Supplier · Pilbara Minerals · au-pilbara-minerals-statement-1,,low,Modern Slavery Statements Register,au-pilbara-minerals-statement-1,Statement #2025-3749,"Modern Slavery Statement FY2025 Hancock Prospecting Pty Ltd ACN 008 676 417 Level 3, HPPL House 28-42 Ventnor Avenue West Perth WA 6005 This Modern Slavery Statement for the Hancock Prospecting Group is made pursuant to section 14 of the Modern Slavery Act 2018 (Cth) for the financial year 1 July 2024 – 30 June 2025 (Statement) Modern Slavery Statement FY2025 2 CONTENTS INTRODUCTION - ABOUT THE HPPL GROUP .............................................................................. 3 1. THE REP",,2025,,,modern_slavery_placeholder,False,https://modernslaveryregister.gov.au/statements/Wue4alMXG2SJBHQ/pdf/,/workspace/data/raw/au/pilbara-minerals/statement-1.pdf
